Crop,Disease,Pathogen,Symptoms,Severity,Recommended_Medicine,Application_Notes
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Repeat every 7-10 days
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Use preventive spray
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Spray at early stage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Repeat every 7-10 days
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Spray at early stage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Spray at early stage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Spray at early stage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Repeat every 7-10 days
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Spray at early stage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Use preventive spray
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Spray at early stage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Repeat every 7-10 days
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Repeat every 7-10 days
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Mild,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Apply after first symptoms
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Moderate,Mancozeb,Apply during high humidity
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Follow recommended dosage
Potato,Common Scab,Streptomyces scabies,Rough corky lesions,Severe,Mancozeb,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
